brand,carHL,carName,carUrl,color,description,doors,lot,model,price,style,views,vinCode,year
Ford,"['\n1,900 Actual Miles\r\n', '\n460 CID 4V V8 Engine\r\n', '\n4-Speed Warner T19 Transmission\r\n', '\nPower Steering\r\n', '\nPower Disc Brakes\r\n', '\nFactory A/C\r\n', '\nCharcoal Vinyl Bench Seat\r\n', '\n4x4 with 354 Gearing\r\n', '\nAM/FM/Cassette Radio\r\n', '\nMarti Report \r\n', '\n1,900 Mile Original Wheels and Tires Included\n']",F250,https://www.gaaclassiccars.com/vehicles/40057/1985-ford-f250,Black,"1,900 Actual Miles",2,ST0043,F250,,Pickup Truck,"1,623 Views",VIN:2FTHF26L3FCB02019,1985
Austin Healey,"['\n2.9L Engine \r\n', '\nManual Transmission \r\n', '\nWire Wheels \r\n', '\nConvertible \r\n', '\nBlue on Blue \r\n', '\nRear Wheel Drive\n']",3000 MK III,https://www.gaaclassiccars.com/vehicles/39931/1966-austin-healey-3000-mk-iii,Light Blue,2.9L Engine,2,ST0033,3000 MK III,,Convertible,"1,198 Views",VIN:HBJ8L36088,1966
Chevrolet,"['\n383 CID Stroker Engine\r\n', '\n700R Transmission\r\n', '\nLokar Shifter\r\n', '\nNut and Bolt Frame-Off Restoration\r\n', '\n3.55 Posi-Traction Rear End\r\n', '\nAir Conditioning\r\n', '\nWilwood Disc Brakes\r\n', '\nBoyd Coddington Wheels\r\n', '\nPowder-Coated Frame and Suspension\r\n', '\nCustom Gauges\r\n', '\nCustom Exhaust\r\n', '\nUpgraded Stereo with Sub Woofer, Bluetooth, and Sirius\r\n', '\nRemote Door Locks\n']",Impala SS,https://www.gaaclassiccars.com/vehicles/40044/1962-chevrolet-impala-ss,Blue,383 CID Stroker Engine,2,ST0032,Impala SS,,Coupe,"1,183 Views",VIN:21847L200523,1962
Chevrolet,"['\nMileage Not Branded on Title / Owner Believes to be 32,600 Miles \r\n', '\n#0155 of 3,049 Produced in 1990\r\n', '\nRed with Black Leather Interior\r\n', '\n6 Speed Manual Transmission\r\n', '\nNewly Refurbished Radio and Sound System to Factory Specs \r\n', '\nNew Battery \r\n', '\nFactory Literature Included \r\n', '\nCar Cover Included\n']",CorvetteZR1,https://www.gaaclassiccars.com/vehicles/39814/1990-chevrolet-corvette-zr1,Red,"#0155 of 3,049 Produced in 1990",2,ST0031,Corvette,,Coupe,"1,041 Views",VIN:1G1YZ23J5L5800155,1990
Pontiac,"['\nNumbers Matching 350 CID V8 Engine\r\n', '\nUpgraded Edelbrock Intake and Carburetor \r\n', '\nUpgraded Flamethrower Distributor \r\n', '\n4 Speed Manual Transmission \r\n', '\nHurst Factory Shifter \r\n', '\nPerformance Dual Exhaust with Chrome Tips \r\n', '\nHD Package \r\n', '\nCorrect Dual Sport Mirrors \r\n', '\nPower Steering and Disc Brakes \r\n', '\nRear Deck Spoiler \r\n', '\nRear Stabilizer Bar \r\n', '\nFactory Twin Scoop Hood \r\n', '\nFactory Bucket Seats \r\n', '\nFactory Formula Side Stripe \r\n', '\nFactory Black Vinyl Roof \r\n', '\nSpace Saver Spare and Bottle\n']",FirebirdFormula,https://www.gaaclassiccars.com/vehicles/39867/1975-pontiac-firebird-formula,Red,Numbers Matching 350 CID V8 Engine,2,ST0029,Firebird,,Coupe,"1,098 Views",VIN:2U87E5N518371,1975
Maserati,"['\n4.2L 405hp V8 Engine \r\n', '\n6 Speed Automatic Transmission with Paddle Shifters \r\n', '\nMileage Not Branded on Title / Owner Believes to be 34K Miles \r\n', '\nColor Combination of Burgundy Metallic with Red Leather Interior \r\n', '\nFull Power Options \r\n', '\nAdjustable and Heated Sport Seats with Full Middle Console \r\n', '\nNavigation and Park Assist \r\n', '\nPremium Stereo System \r\n', '\nDual Zone Climate Control with A/C and Heat \r\n', '\nMulti Spoke Polished Wheels with Sport Rated Tires \r\n', '\nFactory Dual Exhaust System with Quad Tips\r\n', '\nAdjustable Performance Modes \r\n', '\nRecent Up-To-Date Service at Harper Maserati \r\n', '\nRecently Passed 2024 Inspection \r\n', '\nSold New at Ferrari Maserati of Atlanta \r\n', '\nClean CARFAX Report / Available Upon Request\n']",Gran Turismo,https://www.gaaclassiccars.com/vehicles/39895/2008-maserati-gran-turismo,Burgundy,4.2L 405hp V8 Engine,2,ST0028,Gran Turismo,,Coupe,795 Views,VIN:ZAMGJ45A480036740,2008
Chevrolet,"['\nL71 427 CID 435hp Engine \r\n', '\nMarlboro Maroon Exterior with Black Leather Interior \r\n', '\n4 Speed Transmission\r\n', '\nPower Brakes  \r\n', '\nBolt-On Wheels \r\n', '\nRedline Tires \r\n', '\nSide Exhaust \r\n', '\nHead Rest \r\n', '\nAM/FM Radio \r\n', '\nSpeed Minder Dash\n']",Corvette,https://www.gaaclassiccars.com/vehicles/40052/1967-chevrolet-corvette,Maroon,L71 427 CID 435hp Engine,2,ST0035,Corvette,,Convertible,"1,344 Views",VIN:194677S108881,1967
Chevrolet,"['\n7,862 Actual Miles\r\n', '\nWhite Exterior with Adrenaline Red Interior\r\n', '\nZ-51 with LT1 Package\r\n', '\nGT Bucket Seats\r\n', '\n12"" Diagonal Color Display\r\n', '\nClean CARFAX Report / Available Upon Request\r\n', '\nDual Climate Control\r\n', '\nNavigation\r\n', '\nHD Rear Vision Camera\r\n', '\nPower Windows\r\n', '\nTilt & Telescopic Steering Column\r\n', '\nRemovable Roof Panel\r\n', '\nRear Spoiler\r\n', '\nDual Racing Stripes\n']",CorvetteStingray Z51,https://www.gaaclassiccars.com/vehicles/40055/2021-chevrolet-corvette-stingray-z51,White,"7,862 Actual Miles",2,ST0026,Corvette,,Coupe,620 Views,VIN:1G1YA2D47M5101921,2021
Ford,"['\nTrue Factory J-Code Mach 1 Cobra Jet \r\n', '\n429 CID 4V Cobra Jet Ram Air V8 Engine \r\n', '\nAutomatic Transmission \r\n', '\n3.50 Rear End \r\n', '\nMileage Not Branded on Title / Owner Believes to be 32K Miles \r\n', '\nFactory Z Code - Grabber Green Exterior with Black Vinyl Interior \r\n', '\nBucket Seats with Middle Console \r\n', '\nAdded A/C\r\n', '\nFactory Tachometer \r\n', '\nFront and Rear Spoiler \r\n', '\nMagnum 500 Wheels with Radial Tires \r\n', '\nDual Exhaust System \r\n', '\nPower Steering \r\n', '\nPower Brakes \r\n', '\nBuilt on Dec. 4, 1970\r\n', '\nSold New at Abingdon Motor Co. in Abingdon, VA\n']",MustangMach 1,https://www.gaaclassiccars.com/vehicles/39904/1971-ford-mustang-mach-1,Grabber Green,True Factory J-Code Mach 1 Cobra Jet,2,ST0025,Mustang,,Fastback,"1,580 Views",VIN:1F05J141211,1971
Dodge,"['\n3.0L 6 Cylinder Twin Turbo Engine\r\n', '\n5 Speed Manual Transmission \r\n', '\nPer Title Mileage Exempt / Owner Believes to be 29K Miles \r\n', '\nClean CARFAX Report / Available Upon Request \r\n', '\nA/C\r\n', '\nPower Assisted Front & Rear Disc Brakes \r\n', '\nPower Assisted Rack & Pinion Steering \r\n', '\nTinted Glass \r\n', '\nPower Windows \r\n', '\nPower Locks \r\n', '\nPower Drivers Seat \r\n', '\nElectronic Speed Control \r\n', '\nAlarm System \r\n', '\nPremium Sound System with Upgraded Stereo \r\n', '\nTilt Steering Column \r\n', '\nDual Power Remote Heated Outside Mirrors \r\n', '\nLeather Wrapped Steering Wheel \r\n', '\nDual Illuminated Vanity Mirrors \r\n', '\nOriginal Bill of Sale, Window Sticker and Sales Brochure\n']",StealthR/T Twin Turbo,https://www.gaaclassiccars.com/vehicles/39865/1992-dodge-stealth-r-t-twin-turbo,Red,3.0L 6 Cylinder Twin Turbo Engine,2,ST0027,Stealth,,Coupe,876 Views,VIN:JB3XE74C1NY059565,1992
Jeep,"['\n304 CID V8 Engine / Code ""H""\r\n', '\nFresh Rebuilt 3 Speed Manual Transmission / Code ""F""\r\n', '\nPower Steering \r\n', '\nPower Brakes \r\n', '\nWater and Oil Pressure Gauges \r\n', '\nDual Side Mirrors \r\n', '\nFresh New Exterior in Firecracker Red \r\n', '\nNew Decal Kit \r\n', '\nNew Black Bikini Top \r\n', '\nNew Black Vinyl Seat Interior \r\n', '\nBlackwall Tires on Jeep CJ Wheels\r\n', '\nNew Clutch and Resurfaced Flywheel\r\n', '\nNew Alternator and Water Pump\r\n', '\nRebuilt Carburetor on top a new aluminum intake\n']",CJ7,https://www.gaaclassiccars.com/vehicles/39937/1976-jeep-cj7,Black,"304 CID V8 Engine / Code ""H""",Firecracker Red,ST0024,CJ7,,Suv,"1,947 Views",VIN:J6F93AH054048,1976
Chevrolet,"['\n2 Door Post \r\n', '\nComplete Rotisserie Restoration \r\n', '\nFully Painted Underside \r\n', '\nRebuilt 350 CID Engine\n']",Bel Air,https://www.gaaclassiccars.com/vehicles/39850/1957-chevrolet-bel-air,Teal,Complete Rotisserie Restoration,2,ST0023,Bel Air,,Coupe,"1,013 Views",VIN:VC57F117074,1957
ASVE,"['\nKansas State Issued VIN \r\n', '\nPro-Built \r\n', '\nFiberglass Body \r\n', '\nBase/Clear Red Paint \r\n', '\nSmoothed Frame and Chassis Painted to Match \r\n', '\n""Be-Bop"" Folding Convertible Top with Rear Glass \r\n', '\nFoose Design Custom Leather Bucket Seat Interior \r\n', '\nCustom Finished Trunk \r\n', '\nGMMP ZZ4 350 CID 355hp Small Block Engine\r\n', '\n4x44 IDF Weber Carb Set Up \r\n', '\nTH350 Automatic Transmission with Lokar Shifter \r\n', '\n9"" Ford Posi Rear with 3:00 Gears \r\n', '\nVintage A/C\r\n', '\nClassic Vintage Gauges \r\n', '\nIdidit Chrome Tilt Steering Column\n']",1932 Ford Roadster Kit Car,https://www.gaaclassiccars.com/vehicles/40091/2002-asve-1932-ford-roadster-kit-car,Roadster,Pro-Built,2,ST0022.2,1932 Ford Roadster Kit Car,,Roadster,750 Views,VIN:KS00249048,2002
Plymouth,"['\n3,400 Actual Miles \r\n', '\n3.5L V6 Engine\r\n', '\nAutomatic Transmission \r\n', '\nClimate Controlled Storage Since New \r\n', '\n1 of 711 Produced in Silver Metallic Paint with Black Leather Interior \r\n', '\n1 of Only 2,746 Total Built in 2000\r\n', '\nPower Windows \r\n', '\nPower Locks \r\n', '\nPower Mirrors \r\n', '\nA/C\r\n', '\nCruise Control \r\n', '\nTilt Steering Wheel \r\n', '\nInfinity AM/FM/Cassette Multi CD Stereo \r\n', '\nKeyless Entry \r\n', '\nChrome Wheel Package 17"" Front / 20"" Rear\r\n', '\nOriginal Prep Sheet\r\n', ""\nOwner's Manual Books / Tags \r\n"", '\nClean CARFAX Report / Available Upon Request\n']",Prowler,https://www.gaaclassiccars.com/vehicles/39786/2000-plymouth-prowler,Silver,"3,400 Actual Miles",2,ST0022,Prowler,,Convertible,756 Views,VIN:1P3EW65G9YV606232,2000
Ford,"['\n4 Speed Transmission \r\n', '\n289 CID Engine\r\n', '\nPower Steering \r\n', '\nRestored\n']",Mustang,https://www.gaaclassiccars.com/vehicles/40026/1966-ford-mustang,Yellow,4 Speed Transmission,2,ST0021,Mustang,,Coupe,903 Views,VIN:6T07A131447,1966
Maserati,"['\n3.0L 405hp Twin Turbo V6 Engine \r\n', '\n8 Speed Automatic Transmission \r\n', '\nAll Wheel Drive \r\n', '\nExtra Cost Grigio Maratea Metallic Paint \r\n', '\nAdaptive Bi Xenon Headlights \r\n', '\nHeated and Cooled Seats \r\n', '\nNavigation \r\n', '\nSurround View Camera \r\n', '\nBlind Spot / Lane Departure / Collision Avoidance \r\n', '\nMoonroof \r\n', '\nApple CarPlay \r\n', '\nAlcantera Headliner \r\n', '\nSport Tuned Adaptive Suspension \r\n', '\nLimited Slip Differential 20"" Wheels with Red Painted Calipers \r\n', '\n$123K MSRP \r\n', '\nClean CARFAX Report / Available Upon Request\n']",QuattroporteSQ4,https://www.gaaclassiccars.com/vehicles/40082/2017-maserati-quattroporte-sq4,Grigio Maratea,3.0L 405hp Twin Turbo V6 Engine,4,ST0020,Quattroporte,,Sedan,630 Views,VIN:ZAM56RRL9H1204402,2017
Ford,"['\n85K Actual Miles Documented on Virginia Title \r\n', '\n2 Owners\r\n', '\nRemained in Southern Virginia Entire Life \r\n', '\nComplete Professional Rebuilt 302 Engine with Upgrades, Roller Cam & Lifters, New Aluminum Intake, New Holley Carb and New Headman Headers\r\n', '\nAutomatic Floor Shift Transmission \r\n', '\nPower Steering \r\n', '\nNew ""Scott Drake"" Alloy Magnum 500 Wheels \r\n', '\nNew Custom Flowmaster Dual Exhaust\r\n', '\nNew Gas Tank \r\n', '\nNew Shocks \r\n', '\nNew Tires \r\n', '\nPower Rack & Pinion Steering \r\n', '\nFactory Gauges with Clock \r\n', '\nBucket Seats with Overhead Console \r\n', '\nJVC AM/FM/CD Stereo System\n']",Mustang,https://www.gaaclassiccars.com/vehicles/39952/1968-ford-mustang,Gold,Amoco Sweepstakes Winner,2,ST0019,Mustang,,Coupe,"1,256 Views",VIN:8T01C191468,1968
Bentley,"['\nGT Turbo \r\n', '\nTwin Turbocharged 6.0L W12 Engine with 552hp\r\n', '\nAutomatic Transmission \r\n', '\nAll Wheel Drive \r\n', '\nAdjustable Suspension \r\n', '\nSelectable Performance and Comfort Modes \r\n', '\nUnmodified Condition\r\n', '\nGray Metallic Exterior and Saddle Leather Interior \r\n', '\nFront and Rear Bucket Seats with Full Middle Consoles\r\n', '\nNavigation and Park Assist \r\n', '\nFull Power Options \r\n', '\nA/C and Heat \r\n', '\nFactory Dual Exhaust System \r\n', '\nFactory Alloy Wheels \r\n', '\nClean CARFAX Report / Available Upon Request \r\n', '\nOriginal MSRP of $170K\n']",ContinentalGT,https://www.gaaclassiccars.com/vehicles/40104/2005-bentley-continental-gt,Tan,GT Turbo,Gray,ST0018,Continental,,Coupe,884 Views,VIN:SCBCR63W55C027953,2005
MG,"['\nPA Car Its Entire Life\r\n', '\n4 Cylinder 4 Speed\r\n', '\nNew Top\r\n', '\nFinal Year of MGB\r\n', '\nVermillion Orange / Red , 3 Year Color Only \r\n', '\nMileage Exempt Per Title / Owner Believes to Be 32,438K Miles\n']",B Roadster,https://www.gaaclassiccars.com/vehicles/39875/1980-mg-b-roadster,Vermillion Orange/Red,Final Year of MGB,2,ST0016,B Roadster,,Coupe,"1,119 Views",VIN:GVVDJ2AG514815,1980
Volkswagen,"['\nRepainted with Air Craft Imron Paint \r\n', '\nImported as German Car \r\n', '\nSpeedometer is in KMH \r\n', '\n1600cc Engine\n']",Beetle,https://www.gaaclassiccars.com/vehicles/39852/1971-volkswagen-beetle,Red,Imported as German Car,2,ST0017,Beetle,,Convertible,"1,400 Views",VIN:1512740689,1971
Jaguar,"['\nMileage Not Branded on Front of Title / Owner Believes to be 69K Miles\r\n', '\nOriginal MSRP $97,500\r\n', '\nClean CARFAX Report / Available Upon Request\r\n', '\n5.0L V8 Engine with 510 HP\r\n', '\n6-Speed Automatic Transmission with Paddle Shift\r\n', '\n19"" Sport Wheels\r\n', '\nKeyless Ignition\r\n', '\nNavigation\r\n', '\nRear View Camera\r\n', '\nFront & Rear Parking Sensors\r\n', '\nBowers-Wilkins Sound System\r\n', '\nSatellite Radio\r\n', '\nPower Top\r\n', '\nWind Deflector\r\n', ""\nOwner's Manual\n""]",XK,https://www.gaaclassiccars.com/vehicles/39762/2012-jaguar-xk,White,5.0L V8 Engine with 510 HP,2,ST0015,XK,,Convertible,"1,256 Views",VIN:SAJWA4GB2CLB44680,2012
Ford,"['\nLimited Production Harley Davidson Edition Diesel Pickup \r\n', '\nCrew Cab Short Bed 1 Ton Model \r\n', '\n6.0L Powerstroke Turbocharged Diesel V8 Engine \r\n', '\nRebuilt Motor in 2022 ""Bulletproofed"" with New Heads and Head Studs \r\n', '\nAutomatic Transmission \r\n', '\n4 Wheel Drive \r\n', '\nLifted Suspension \r\n', '\nBlack Exterior with Black Interior\r\n', '\nFull Power Options \r\n', '\nUpgraded Stereo System \r\n', '\nNew Ford OEM Wheels with All Terrain Tires \r\n', '\nTow Package \r\n', '\nSpent Most of Its Life in Texas\n']",F350Harley Davidson Edition,https://www.gaaclassiccars.com/vehicles/40078/2005-ford-f350-harley-davidson-edition,Black,Limited Production / Diesel,Black,ST0014,F350,,Pickup Truck,838 Views,VIN:1FTWW31P45EC64290,2005
Ford,"['\nPennsylvania 2 Owner Vehicle Since New\r\n', '\n5.0L V8 Engine\r\n', '\nLeather Interior \r\n', '\nOriginal Window Sticker\r\n', '\nOwners Manual\r\n', '\n63,814 Actual Miles\n']",Crown VictoriaLX,https://www.gaaclassiccars.com/vehicles/39845/1990-ford-crown-victoria-lx,Blue,5.0L V8 Engine,4,ST0013,Crown Victoria,,Sedan,"1,237 Views",VIN:2FACP74F1LX169696,1990
Ford,"['\nMileage Not Branded on Title / Owner Believes to be 39K Miles \r\n', '\nNC Vehicle \r\n', '\n3.9L V8 Engine \r\n', '\nAutomatic Transmission \r\n', '\nA/C\r\n', '\nPower Seats\r\n', '\nBoth Tops\r\n', '\nChrome Wheels\n']",Thunderbird,https://www.gaaclassiccars.com/vehicles/39872/2002-ford-thunderbird,Red,NC Vehicle,2,ST0011,Thunderbird,,Convertible,795 Views,VIN:1FAHP60A52Y118985,2002
Mercury,"['\nMileage Not Branded on Title / Owner Believes to be 294 Actual Miles \r\n', '\nClean CARFAX Report / Available Upon Request \r\n', '\nJust Purchased from a Private Collector \r\n', '\nProperly Stored in Climate Controlled Environment \r\n', '\n4.6L 205hp V8 Engine \r\n', '\n4 Speed Automatic Transmission \r\n', '\nFinished in Vibrant White Over Light Tan Upholstery\r\n', '\n15"" Cast Aluminum Wheels \r\n', '\nFour Wheel Anti Lock Disc Brakes \r\n', '\nPower Antenna \r\n', '\nLight Tan Cloth Bucket Seat Interior are Joined by Color-Coordinated Door Panels Along with a Contrasting Dashboard \r\n', ""\nPower Adjustable Driver's Seat \r\n"", '\nA/C\r\n', '\nPower Windows and Door Locks \r\n', '\nCarpeted Floor Mats \r\n', '\nRear Seat Heat Ducts \r\n', '\nAM/FM/Cassette Stereo \r\n', '\nTachometer and Gauges \r\n', '\nTraction Control \r\n', '\nPower Mirrors \r\n', '\nOriginal Spare and Jack\n']",CougarXR7,https://www.gaaclassiccars.com/vehicles/39884/1997-mercury-cougar-xr7,White,Just Purchased from a Private Collector,2,ST0012,Cougar,,Coupe,781 Views,VIN:1MELM62W1VH625973,1997
Ford,"['\nSold New at Ford of Englewood in New Jersey \r\n', '\n3K Actual Miles \r\n', '\nClean CARFAX & AutoCheck Reports / Available Upon Request \r\n', '\n4.6L V8 Engine \r\n', '\n5 Speed Manual Transmission \r\n', '\nA/C\r\n', '\nOriginal Spare Tire and Jack \r\n', '\nOriginal Black Paint \r\n', '\nTan Power Top \r\n', '\nOriginal Alloy Wheels with Original Goodyear Eagle ZR45 Radial Tires \r\n', '\nOriginal Tan Leather Interior \r\n', '\nPower Drivers Seat \r\n', '\nRear Defogger \r\n', '\nHard Parade Boot\n']",MustangGT,https://www.gaaclassiccars.com/vehicles/39885/1996-ford-mustang-gt,Black,4.6L V8 Engine / 3K Actual Miles,2,ST0010,Mustang,,Convertible,693 Views,VIN:1FALP45XXTF235728,1996
Chevrolet,"['\nBlack Exterior / Gray Interior\r\n', '\nNewer Tires \r\n', '\nPer Title Mileage Exempt / Owner States 20K Actual Miles \r\n', '\nAutomatic Transmission\n']",CorvetteC4,https://www.gaaclassiccars.com/vehicles/39987/1985-chevrolet-corvette-c4,Black,Low Miles,2,ST0008,Corvette,,Coupe,891 Views,VIN:1G1YY0785F5130786,1985
Chevrolet,"['\nBrickyard Pace Car \r\n', '\n1 of 50 Made \r\n', '\nMileage Not Branded on Title / Owner Believes to be 6,360 Miles \r\n', '\nClean CARFAX Report / Available Upon Request \r\n', '\nLS1 5.7L V8 Engine\r\n', '\nAutomatic Transmission \r\n', '\nWhite with Matching Convertible Top \r\n', '\nWhite Bucket Seats \r\n', '\nCold Air Induction Hood \r\n', '\nRear Spoiler \r\n', '\nA/C\r\n', '\nPower Convertible Top\r\n', '\nASR \r\n', '\nPower Steering \r\n', '\nPower Brakes \r\n', '\nPower Windows \r\n', '\nPower Locks \r\n', '\n4 Wheel Disc Brakes \r\n', '\nSilver 5 Spoke Alloy Wheels \r\n', '\nTinted Glass \r\n', '\nAM/FM/CD Player \r\n', '\nCruise Control \r\n', '\nTilt Steering \r\n', '\nComes with Jacket, Hat & Tickets from the Race\n']",CamaroSS,https://www.gaaclassiccars.com/vehicles/39863/1998-chevrolet-camaro-ss,White,Brickyard Pace Car,2,ST0007,Camaro,,Convertible,859 Views,VIN:2G1FP32G4W2151988,1998
Ford,"['\n5.8L V8 Engine\r\n', '\nNC Vehicle \r\n', '\nPower Windows \r\n', '\nCruise Control \r\n', '\nFactory Ford Aluminum Wheels \r\n', '\nFactory Steps \r\n', '\nBed Rails \r\n', '\nBed Liner \r\n', '\nA/C\r\n', '\nNew Tires \r\n', '\nDual Gas Tanks \r\n', '\nWarranty Books\n']",F150XLT,https://www.gaaclassiccars.com/vehicles/39873/1995-ford-f150-xlt,Maroon,5.8L V8 Engine,2,ST0006,F150,,Pickup Truck,"1,148 Views",VIN:1FTEF15H2SNA73465,1995
Lincoln,"['\n1 Owner\r\n', '\nAsheboro, NC Owned\r\n', '\nLuxury Package with Cashmere Tricoat Exterior over Dove Gray Interior\r\n', '\nHeated and Ventilated Seats\r\n', '\nPower Running Boards\r\n', '\nFactory DVD Player\r\n', '\nTHX Stereo System\r\n', '\n18"" Factory Chrome Wheels\n']",Navigator,https://www.gaaclassiccars.com/vehicles/40073/2006-lincoln-navigator,Cashmere Tricoat,1 Owner,4,ST0005,Navigator,,Suv,928 Views,VIN:5LMFU285X6LJ05638,2006
Mercury,"['\nConvertible with the Yacht Paneling Option \r\n', '\n50K Actual Miles\r\n', '\nOnly 1,112 Total Parklane Convertibles Built in 1968 & Only 215 with the Colony Park Yacht Package \r\n', '\n1 of 42 Built Like This One Per Marti Report \r\n', '\nSold New 6/29/1968 at Maplecrest Lincoln Mercury in Maplewood, NJ \r\n', '\nBorn with a 390 CID Engine but Now has a New 460 CID V8 Engine with Electric Fan \r\n', '\nAutomatic Transmission \r\n', '\nFlowmaster Dual Exhaust \r\n', '\nPower Disc Brakes \r\n', '\nPower Steering \r\n', '\nLime Frost Green Paint with Colony Park Paneling \r\n', '\nWhite Wall Radial Tires with Chariot Turbine Hubcaps \r\n', '\nDark Ivy Gold Interior \r\n', '\nDeluxe Steering Wheel \r\n', '\nAM Radio \r\n', '\nSeat Belts \r\n', '\nTrunk has All the Original Factory Cardboard, Mat, Jack and Spare Tire\n']",Parklane,https://www.gaaclassiccars.com/vehicles/39886/1968-mercury-parklane,Green/Wood,Yacht Paneling Option,2,ST0004,Parklane,,Convertible,"1,067 Views",VIN:8Z65Z583079,1968
Indian,"['\nAll Original Other than Fluids, Tires, and Battery\r\n', '\nIncludes Factory Saddlebags\r\n', '\nAftermarket Windscreen and Backrest Luggage Rack\r\n', '\nS&S Motor\r\n', '\nBuyer/Seller Fees: 8% with $800 Minimum\n']",Scout,https://www.gaaclassiccars.com/vehicles/40041/2001-indian-scout,Black,None,Silver,ST0000.12,Scout,,Black,614 Views,VIN:5CDMTB5101G000555,2001
MG,"['\nTwo Owner Car \r\n', '\nBought in Greensboro, NC\r\n', '\nRebuilt Motor, Shocks, Coolant Hose, Fuel Pump and Lines \r\n', '\nIn the past Two Years the Front End Bushings, Tires Including the Spare, and Brakes have been Replaced\r\n', '\nVehicle comes with Multiple Pieces of Documentation as Pictured\n']",Midget,https://www.gaaclassiccars.com/vehicles/40087/1974-mg-midget,Red,Two Owner Car,2,ST0003,Midget,,Convertible,"1,028 Views",VIN:GAN5UE140087G,1974
Jeep,"['\nGolden Eagle Custom Jeep \r\n', '\n5.3 Chevrolet LS Motor\r\n', '\nFuel Injection\r\n', '\n4L60 Automatic Transmission \r\n', '\nWagoneer Front and Rear Dana 44 Axles \r\n', '\n410 Gears \r\n', '\nTruetrac Locks \r\n', '\nSlip Yoke Eliminator \r\n', '\nFox Suspension \r\n', '\n15x10 Weld Wheels \r\n', '\n35"" Tires \r\n', '\nBeCool Aluminum Radiator \r\n', '\nMarshall Gauges \r\n', '\nSmitty Built Winch\n']",WranglerCustom,https://www.gaaclassiccars.com/vehicles/39645/1978-jeep-wrangler-custom,White,5.3 Chevrolet LS Motor / Fuel Injection,2,FR0249,Wrangler,,Suv,"2,756 Views",VIN:J8F93AH100912,1978
Volkswagen,"['\nSuper Beetle\r\n', '\n4 Speed Manual Transmission \r\n', '\nNorth Carolina Car \r\n', '\n1600cc Engine \r\n', '\nEmpi Chrome Wheels \r\n', '\nRoof Rack \r\n', '\nRear Shade \r\n', '\nBlack Vinyl Interior\n']",Beetle,https://www.gaaclassiccars.com/vehicles/39702/1973-volkswagen-beetle,Tan,Super Beetle,2,FR0250,Beetle,,Coupe,"14,809 Views",VIN:1332195710,1973
Cadillac,"['\n500 CID Engine\r\n', '\nOriginal Black Leather\r\n', '\nTilt/Telescoping Steering Wheel \r\n', '\nPower Seat \r\n', '\nPower Windows \r\n', '\nPower Top \r\n', '\nA/C\r\n', '\nFiremist Red Paint\n']",Eldorado,https://www.gaaclassiccars.com/vehicles/39930/1976-cadillac-eldorado,Red,500 CID Engine,2,FR0248,Eldorado,,Convertible,"1,844 Views",VIN:6L67S6Q223879,1976
